FECHA;CARRIER_DESTINO;RUTA_DESTINO;ASR_REAL;CALLS_TOTAL;CALLS_OK;MINUTOS;AVG_CALL
2026-07-12;NSS S.A.;2025115-SWISS-SAL;100;14;13;26,57;2,04
2026-07-12;CANELLADA EDUARDO MARCELO;747603-SAL;100;14;14;7,42;0,53
2026-07-12;MERCADOLIBRE S.R.L.;MERCADOLIBRE-SAL;100;14;13;1,43;0,11
2026-07-12;TEVECOMPRAS 2001 SRL;2773828-SAL;100;14;14;41,95;3
2026-07-12;NEXT LATINOAMERICA SA;1726433-SAL;0;14;0;0;0
2026-07-12;GRUPO P Y D S A;PYD-DID-SAL;100;13;13;95,17;7,32
2026-07-12;TELEPROM ARGENTINA S.A.;1702596-SAL;100;13;13;1,92;0,15
2026-07-12;COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LTDA;SANBER-LD-SAL;100;13;13;10,77;0,83
2026-07-12;COOPERATIVA DE VIVIENDA CREDITO Y CONSUMO CREDIKOT;13080500-SAL;100;13;13;1,78;0,14
2026-07-12;PAKTAR S R L;PAKTAR-DID-SAL;100;13;13;75,92;5,84
2026-07-12;AGINET S.A.;AGINET-MOBILE-SAL;0;13;0;0;0
2026-07-12;IBR ARGENTINA S.A.;1610921-SAL;100;13;13;3,58;0,28
2026-07-12;ETERNET S.R.L.;1415993-SAL;100;12;7;8,9;1,27
2026-07-12;IPLAN INTERNATIONAL BUSINESS INC.;COMMPEAK_DK-SAL;100;12;2;0,2;0,1
2026-07-12;INQUESTA SRL EN FORMACION;13101225-PX8-SAL;0;12;0;0;0
2026-07-12;ORBITH S.A;TELEP-ORBITH-SAL;100;11;11;30,47;2,77
2026-07-12;NSS S.A.;228694-CASINO-SAL;100;11;9;21,6;2,4
2026-07-12;SOLUCIONES DE CONTACTO SA;737629-SAL;100;10;9;1,27;0,14
2026-07-12;BT LATAM ARGENTINA S.A. a borrar;BTLATAM-LD-Saliente;100;10;5;5,4;1,08
2026-07-12;SOLUCIONES DE CONTACTO SA;737629Wise-SAL;100;10;10;1,83;0,18
2026-07-12;IPNEXT S.A.;2368458-SAL;100;10;10;14,23;1,42
2026-07-12;DARCOM S.A.;238607-SAL;100;9;9;0,98;0,11
2026-07-12;NSS S.A.;256813-INSTITUTO-SAL;100;9;7;1,78;0,25
2026-07-12;C2 S.A.;13102547-PX8-SAL;100;8;8;0,8;0,1
2026-07-12;RICARDO MULLER;652367-SAL;100;8;8;0,65;0,08
2026-07-12;VN COBRANZAS S.A.;VNCOBRANZAS-DID-SAL;100;7;7;25,98;3,71
2026-07-12;COMUNICACION MULTIMEDIA SA;13088774-SAL;0;7;0;0;0
2026-07-12;BHN SEGUROS GENERALES S.A.;BHN-DID-SAL;100;7;7;40,03;5,72
2026-07-12;IPBTEL LLC;IPBTEL-DID-SAL;85,71;7;6;5,65;0,94
2026-07-12;AGINET S.A.;394891-SAL;0;7;0;0;0
2026-07-12;Eduardo Trotta;ETROTTA-SAL;0;7;0;0;0
2026-07-12;CONTACTO GARANTIDO SA;653975-SAL;100;7;7;1;0,14
2026-07-12;CLIENTING GROUP S A;CLIENTING-DID-SAL;100;7;7;6,7;0,96
2026-07-12;LINEAS LIDELSU SRL;2208360-SAL;0;7;0;0;0
2026-07-12;INTERLINK FIBER NETWORK SA;FIRBER-SAL;0;7;0;0;0
2026-07-12;RECUPERO INTEGRAL SRL;1488907-SAL;100;6;4;0,58;0,15
2026-07-12;STRATTON ARGENTINA S.A.;708115-SAL;0;6;0;0;0
2026-07-12;ANA MAYA SA;ANAMAYA-DID-SAL;0;6;0;0;0
2026-07-12;GENERAL COLLECT S.A.S.;13099816-PX8-SAL;0;6;0;0;0
2026-07-12;CORDIAL COLLECTIONS S.A;1599013-SAL;100;6;6;1,47;0,24
2026-07-12;MAGALAJO S.A.;MAGALAJO-DID-SAL;0;6;0;0;0
2026-07-12;NSS S.A.;558156-DEFGRAL-SAL;0;5;0;0;0
2026-07-12;MO & PC COLLECTIONS ARGENTINA;1517615-SAL;100;5;5;5,02;1
2026-07-12;NSS S.A.;148917-EMBITALIA-SAL;100;5;5;4,23;0,85
2026-07-12;NSS S.A.;1713546-CENTRO-O-SAL;0;5;0;0;0
2026-07-12;SOLUCIONES REGIONALES DE INFORMATICA SA;SOL-DID-SAL;100;5;5;19,28;3,86
2026-07-12;ANALOGIAS SRL;13091636-PX8-SAL;0;5;0;0;0
2026-07-12;NSS S.A.;23168-AMERICA-SAL;100;5;3;6,43;2,14
2026-07-12;ALAU TECNOLOGIA S.A.U;ALAU-SAL;0;5;0;0;0
2026-07-12;IMPRUNETA S.A;1586407-SAL;100;4;4;5,62;1,4
2026-07-12;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;CAT-DID-17617-SAL;100;4;4;0,4;0,1
2026-07-12;NSS S.A.;1618415-HOTEL GU-SAL;100;4;4;14,05;3,51
2026-07-12;ESTUDIO HFA Y ASOCIADOS SC;1681631-SAL;100;4;4;17,05;4,26
2026-07-12;TOUCHED BPO;TOUCHED-DID-SAL;100;4;4;1,42;0,35
2026-07-12;SIETE CAPAS;2817020-SAL;100;4;4;19,95;4,99
2026-07-12;R P B SOCIEDAD ANONIMA;13095588-SAL;100;4;4;5,33;1,33
2026-07-12;DIRECT CONTACT SOLUTIONS SA;2733686-SAL;100;4;4;0,07;0,02
2026-07-12;IPLAN INTERNATIONAL BUSINESS INC.;13097088_INTERMAX-SA;100;4;4;0,5;0,13
2026-07-12;ORANGE BUSINESS SERVICES ARGENTINA SA;ORANGE-DID-SAL;100;4;2;0,17;0,08
2026-07-12;SC COLLECTION S.A.;SC-DID-SAL;100;4;4;0,78;0,2
2026-07-12;GEORED S.A.;484145-SAL;100;3;3;4,57;1,52
2026-07-12;EXXONMOBIL BUSINESS SUPPORT CENTER ARGENTINA SRL;13092369-SAL;100;3;2;0,47;0,23
2026-07-12;NSS S.A.;110540-CONCEPTO-SAL;100;3;3;5,25;1,75
2026-07-12;NSS S.A.;71453-COHEN-SAL;33,33;3;1;0,08;0,08
2026-07-12;CEIBO CREDITOS S.A.;CEIBO-SAL;0;3;0;0;0
2026-07-12;SERVICIO SATELITAL S.A.;SERVSAT-SAL;100;3;3;4,63;1,54
2026-07-12;IFX NETWORKS SA;433015-SAL;0;3;0;0;0
2026-07-12;C2 S.A.;C2-DID-SAL;100;3;2;0,18;0,09
2026-07-12;CLUB ATLETICO RIVER PLATE ASOCIACION CIVIL;13096388-SAL;100;3;3;0,82;0,27
2026-07-12;NSS S.A.;1411852-ASOCIAC-SAL;100;3;3;1,33;0,44
2026-07-12;NSS S.A.;700585-MERCADO-SAL;0;3;0;0;0
2026-07-12;NSS S.A.;750372-ACES-SAL;100;3;2;0,43;0,22
2026-07-12;MARISA CLAUDIA BERETTA;1402961-SAL;100;3;3;0,08;0,03
2026-07-12;NSS S.A.;129754-INTERHOT-SAL;100;3;3;3,82;1,27
2026-07-12;NSS S.A.;272348-G.M.S.-SAL;100;2;1;0,13;0,13
2026-07-12;FANDI?O MARIA VALERIA;FANDINO-MARI-SAL;100;2;2;0,38;0,19
2026-07-12;TARJETA NARANJA SA;13094948-SAL;0;2;0;0;0
2026-07-12;TRIMOTION S.R.L.;664647-SAL;100;2;2;1,23;0,62
2026-07-12;NSS S.A.;117338-FITCH-SAL;100;2;2;0,1;0,05
2026-07-12;NSS S.A.;460137-SOCIEDAD-SAL;100;2;2;4,77;2,38
2026-07-12;NSS S.A.;1654031-REINO-SAL;100;2;2;1,87;0,93
2026-07-12;NSS S.A.;1608647-COLOPLAS-SAL;100;2;2;1,38;0,69
2026-07-12;NSS S.A.;320877-ZARVAR-SAL;100;2;1;1,67;1,67
2026-07-12;ATX;ATX-IVR-SAL-750890;0;2;0;0;0
2026-07-12;NSS S.A.;1792949-SERV-ASI-SAL;100;2;2;0,83;0,42
2026-07-12;NSS S.A.;126434-KUARZO-SAL;0;2;0;0;0
2026-07-12;IPLAN INTERNATIONAL BUSINESS INC.;DIDWW-800-DK-SAL;100;2;1;0,25;0,25
2026-07-12;NSS S.A.;125494-OSPE-SAL;100;2;2;0,3;0,15
2026-07-12;CITYTECH SA;1935463-SAL;100;2;2;0,93;0,47
2026-07-12;STRATTON NEA S.A.;1653146-SAL;100;2;1;0,03;0,03
2026-07-12;AGINET S.A.;212283-SAL;100;2;2;0,43;0,22
2026-07-12;GREEN CONSULT SRL;GREEN-DID-SAL;0;2;0;0;0
2026-07-12;IPLAN INTERNATIONAL BUSINESS INC.;2271224-BTS-SAL;0;2;0;0;0
2026-07-12;NSS S.A.;136953-SWISS-SAL;0;2;0;0;0
2026-07-12;NSS S.A.;23180-AMERICA-SAL;0;2;0;0;0
2026-07-12;GESTIVA S.A;670765-SAL;100;2;2;0,38;0,19
2026-07-12;COMUNICACIONES MULTIMEDIA S.A;709319-SAL;100;2;2;0,53;0,27
2026-07-12;NSS S.A.;33393-FUNDUNIPAL-SAL;100;2;1;0,05;0,05
2026-07-12;TASKPHONE ARGENTINA SA;TASKPHONE-DID-SAL;0;1;0;0;0
2026-07-12;CALL UP SA;2800288-Px8-SAL;100;1;1;0,12;0,12
2026-07-12;CYBERWAVE S.A.;CYBERW-SAL;0;1;0;0;0
2026-07-12;TELEDIFUSORA S.A.;TELEDIFUSORA-SAL;0;1;0;0;0
2026-07-12;DIAL DATABASE MARKETING S.A;1636056-SAL;100;1;1;0,1;0,1
2026-07-12;IBR ARGENTINA S.A.;IBR-FQDN-SAL;100;1;1;1,73;1,73
2026-07-12;COACTIVA GROUP.;1938311-SAL;100;1;1;0,27;0,27
2026-07-12;RODOLFO CASSINI S.A.;13087785-SAL;100;1;1;0,17;0,17
2026-07-12;ESTUDIO MARTINEZ DE ALZAGA;ALZAGA-DID-SAL;0;1;0;0;0
2026-07-12;OP COMUNICACIONES FLEXIBLES;13089526-SAL;0;1;0;0;0
2026-07-12;AGINET S.A.;657321-SAL;100;1;1;0,63;0,63
2026-07-12;TESAM ARGENTINA SOCIEDAD ANONIMA (CUIT 30-68732541-5);197869-SAL;0;1;0;0;0
2026-07-12;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;2002322-SAL;100;1;1;0,12;0,12
2026-07-12;NSS S.A.;1937106-BANCREDI-SAL;100;1;1;0,07;0,07
2026-07-12;CIPE SOLUTIONS S.A;1526379-SAL;0;1;0;0;0
2026-07-12;NUETEL;NUETEL1414-SAL;100;1;1;0,17;0,17
2026-07-12;TELECOM ITALIA SPARKLE S.P.A.;653085-SAL;0;1;0;0;0
2026-07-12;IFX NETWORKS SA;311713-SAL;100;1;1;1,23;1,23
2026-07-12;NEOTEL SRL;673033-SAL;100;1;1;16,25;16,25
2026-07-12;PERSONAL COLLECT S.A;PERSONAL-DID-SAL;100;1;1;0,03;0,03
2026-07-12;NSS S.A.;407121-EAN-SAL;0;1;0;0;0
2026-07-12;SICARG S.R.L.;2466228-SAL;0;1;0;0;0
2026-07-12;FIBERMAX SA;266585-SAL;100;1;1;0,35;0,35
2026-07-12;MU?OZ AGUIRRE & ASOCIADOS S.R.L.;13096882-SAL;100;1;1;0,03;0,03
2026-07-12;NSS S.A.;348001-FIDEICOM-SAL;100;1;1;0,3;0,3
2026-07-12;NSS S.A.;205989-LIDERAR-SAL;100;1;1;0,3;0,3
2026-07-12;NSS S.A.;230796-LG-ELECTR-SAL;0;1;0;0;0
2026-07-12;NEW TECH SOLUTIONS MULTIMEDIA SA;NEWTECH-DID-SAL;100;1;1;0,7;0,7
2026-07-12;NSS S.A.;15970-AXOFT-SAL;0;1;0;0;0
2026-07-12;ESTUDIO RECUPERO SA;ESTUDIORECUPERO-SAL;100;1;1;0,1;0,1
2026-07-12;NSS S.A.;708697-COMARB-SAL;100;1;1;0,45;0,45
2026-07-12;BROADBANDTECH S.A.;BBT-LO-SAL;0;1;0;0;0
2026-07-12;BUDGET S.R.L.;BUDGET-DID-SAL;0;1;0;0;0
2026-07-12;Latinatel;392929-SAL;0;1;0;0;0
2026-07-12;NSS S.A.;122529-INSTSAL-SAL;0;1;0;0;0
2026-07-12;NSS S.A.;184145-ELSURCO-SAL;0;1;0;0;0
2026-07-12;NSS S.A.;461583-CREDICOOP-SAL;100;1;1;0,25;0,25
2026-07-12;TELESERVICIOS Y MARKETING SRL;2541566-SAL;0;1;0;0;0
2026-07-12;NSS S.A.;286120-VIABAIX-SAL;100;1;1;4,57;4,57
2026-07-11;TELEFONICA DE ARGENTINA S.A.;TASA-AMBA-SIP-SAL;89,37;1650605;795569;158398,62;0,2
2026-07-11;TELECOM ARGENTINA S.A.;TECO-AMBA-SIP-SAL;89,46;939668;404450;95108,63;0,24
2026-07-11;IPLAN INTERNATIONAL BUSINESS INC.;9672318-SAL;41,23;158903;7069;1862,97;0,26
2026-07-11;AMX ARGENTINA S.A.;CLARO-SIP-LD-SAL;85,33;152652;74911;17298,58;0,23
2026-07-11;NSS S.A.;RutaAnuncios;0;107126;0;0;0
2026-07-11;INTERLINK FIBER NETWORK SA;FIRBER-SAL;69,9;96087;32417;12048,93;0,37
2026-07-11;TELECOM ARGENTINA S.A.;POI-CORDOBA-SIP-SAL;85,3;87781;50312;7538,32;0,15
2026-07-11;TELECOM ARGENTINA S.A.;POI-SALTA-SIP-SAL;41,08;72395;2444;1077,87;0,44
2026-07-11;TELECOM ARGENTINA S.A.;POI-ROSARIO-SIP-SAL;90,01;68840;42956;6358,22;0,15
2026-07-11;TELECOM ARGENTINA S.A.;POI-RESTNCIA-SIP-SAL;78,67;58225;29557;3547,83;0,12
2026-07-11;Eduardo Trotta;ETROTTA-SAL;89,84;45846;19275;2432,13;0,13
2026-07-11;TELEGLOBE;422155-SAL;66,93;44367;3523;2740,77;0,78
2026-07-11;TELECOM ARGENTINA S.A.;POI-POSADAS-SIP-SAL;68,54;41853;20830;2417,77;0,12
2026-07-11;INFOBIP LATAM SA;INFOBIP-SAL;87,43;41715;26480;10138,37;0,38
2026-07-11;AGINET S.A.;AGINET-MOBILE-SAL;99,95;31630;14169;1980,5;0,14
2026-07-11;BERGAGNA CARLOS SEBASTIAN;DAINUS-SAL;98;30967;19853;2327,5;0,12
2026-07-11;NSS S.A.;VoiPack-out;97,24;27818;25725;52570,52;2,04
2026-07-11;TELECENTRO S.A.;TELECENTRO-LO-SAL;99,85;22319;1302;590,68;0,45
2026-07-11;NUETEL;NUETEL1414-SAL;84,79;21482;13040;3078,92;0,24
2026-07-11;FIBERMAX SA;266585-SAL;53,65;19674;6038;692,45;0,11
2026-07-11;BICENTEL, LLC;BICENTEL-DID-SAL;75,39;19345;8434;5007,95;0,59
2026-07-11;TELECOM ARGENTINA S.A.;POI-CRRNTES-SIP-SAL;91,1;18013;11333;1394,87;0,12
2026-07-11;TELECOM ARGENTINA S.A.;POI-FORMOSA-SIP-SAL;83,97;13544;7541;882,3;0,12
2026-07-11;BERGAGNA CARLOS SEBASTIAN;BERGAGNA-0800-SAL;2,17;12928;272;967,8;3,56
2026-07-11;TARJETA NARANJA SA;13081166-SAL;100;10197;10183;23737,27;2,33
2026-07-11;NSS S.A.;CVI-RETAIL-OUT;96,28;9604;8155;17799,95;2,18
2026-07-11;NSS S.A.;NOGEO-CVI-SAL;85,29;8899;7051;16412,67;2,33
2026-07-11;IPLAN INTERNATIONAL BUSINESS INC.;DIDWW-DK-SAL;92,56;8173;7292;24116,93;3,31
2026-07-11;TELECOM ARGENTINA S.A.;POI-TUCUMAN-SIP-SAL;65,39;6895;1959;845;0,43
2026-07-11;TELECOM ARGENTINA S.A.;POI-PARANA-SIP-SAL;72,97;6549;2062;665,22;0,32
2026-07-11;Eduardo Trotta;TROTTA-REVSHARINGSAL;67,98;6092;4117;59123,32;14,36
2026-07-11;TELECOM ARGENTINA S.A.;POI-SANTAFE-SIP-SAL;66,23;4637;1526;648,15;0,42
2026-07-11;LINEIP S.R.L.;13097620-PX8-SAL;0;4237;0;0;0
2026-07-11;TELECOM ARGENTINA S.A.;POI-JUJUY-SIP-SAL;80,63;4121;874;201,33;0,23
2026-07-11;CITYTECH SA;1893711-SAL;97,84;4091;3977;14347,62;3,61
2026-07-11;TELECOM ARGENTINA S.A.;POI-CAMPANA-SIP-SAL;76,25;3888;2029;263,85;0,13
2026-07-11;TELECOM ARGENTINA S.A.;POI-SGESTERO-SIP-SAL;72,09;3724;1263;270,78;0,21
2026-07-11;TIWS ARGENTINA II S.A;TIWS1-2033336-SAL;65,49;3528;1873;6261,47;3,34
2026-07-11;LEVEL 3;LEVEL3-LD-SAL;89,41;3295;2026;277,45;0,14
2026-07-11;TELECOM ARGENTINA S.A.;POI-ESCOBAR-SIP-SAL;80,24;2984;1519;253,2;0,17
2026-07-11;IPLAN INTERNATIONAL BUSINESS INC.;AVOXI-DID-SAL;63,49;2931;1788;7582,38;4,24
2026-07-11;TELECOM ARGENTINA S.A.;POI-SNICOLAS-SIP-SA;80,53;2506;889;229,05;0,26
2026-07-11;TELECOM ARGENTINA S.A.;POI-RIO4TO-SIP-SAL;64,68;2296;705;238,08;0,34
2026-07-11;IPLAN INTERNATIONAL BUSINESS INC.;2155168-TWILIO-SAL;95,73;2207;2087;18323,42;8,78
2026-07-11;ORANGE BUSINESS SERVICES ARGENTINA SA;ORANGE-PRIMARY-SAL;99,95;2060;2030;7448,98;3,67
2026-07-11;TELECOM ARGENTINA S.A.;POI-ARGUELLO-SIP-SAL;87,83;1833;1046;205,32;0,2
2026-07-11;TELECOM ARGENTINA S.A.;POI-VCPAZ-SIP-SAL;74,02;1828;664;197,47;0,3
2026-07-11;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;1453377-SAL;0;1729;0;0;0
2026-07-11;V.I.S. MEDIA GROUP S.A.;VIS-DID-SAL;100;1518;1150;6083,47;5,29
2026-07-11;MERA SOLUTIONS SA;MERA-DID-SAL;100;1433;1429;6750,02;4,72
2026-07-11;GM TELECOM CORPORATION;GM-DID-SAL;61,22;1364;835;11341,47;13,58
2026-07-11;CONMEGA A.C.E.;13098440-PX8-SAL;0;1326;0;0;0
2026-07-11;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;BICS-DID-SAL;93,92;1306;1127;3418,53;3,03
2026-07-11;TELECOM ARGENTINA S.A.;POI-ZARATE-SIP-SAL;87,22;1247;539;123,17;0,23
2026-07-11;LEVEL 3;LEVEL3-LO-SAL;55,19;1192;564;775,35;1,37
2026-07-11;KONECTA SERVICIOS ADMINISTRATIVOS Y TECNOLOGICOS;1639305-SAL;99,82;1108;1102;343,18;0,31
2026-07-11;AGINET S.A.;AGINET-08XX-SAL;100;1098;32;62,25;1,95
2026-07-11;IDT CORPORATION DE ARGENTINA S.A.;IDT-DID-SAL;83,21;999;758;1416,37;1,87
2026-07-11;BT LATAM ARGENTINA S.A. a borrar;BTLATAM-LD-Saliente;93,72;977;463;89,03;0,19
2026-07-11;BUSSINESS TELECOMMUNICATIONS SERVICES INC.;636361-SAL;0;913;0;0;0
2026-07-11;AGINET S.A.;AGINET-NUM-BLOCK-SAL;100;904;209;23,32;0,11
2026-07-11;TELECOM ARGENTINA S.A.;POI-SANPEDRO-SIP-SAL;39,91;868;184;41,25;0,22
2026-07-11;TELECOM ARGENTINA S.A.;POI-SLORENZO-SIP-SAL;84,04;747;258;46,93;0,18
2026-07-11;ORANGE BUSINESS SERVICES ARGENTINA SA;ORANGE-800SIP-SAL;100;709;707;5248,72;7,42
2026-07-11;COMERCIALIZADORA ONLINE S.A;EUROCALLDID-SAL;99,86;694;692;1495,35;2,16
2026-07-11;NSS S.A.;Voipack-genesys-out;100;615;615;1684,25;2,74
2026-07-11;TELETEL S. A.;647201-SAL;100;594;100;125,73;1,26
2026-07-11;IPLAN INTERNATIONAL BUSINESS INC.;DIDLOGIC-SAL;0;594;0;0;0
2026-07-11;KLEVA TECH;13100368-PX8-SAL;0;549;0;0;0
2026-07-11;GLOBAL PROCESSING SA;1636352-SAL;100;548;486;412,53;0,85
2026-07-11;CREDICUOTAS CONSUMO S.A.;13088519-SAL;100;529;360;608,55;1,69
2026-07-11;TELETEL CHILE;413460-SAL;100;529;439;4213,5;9,6
2026-07-11;GESTION LEGAL S.A.;GESTIONLEGAL-SAL;100;516;516;1021,6;1,98
2026-07-11;ALLEVA CLAUDIO HECTOR;1505281-SAL;98,26;488;452;1305,27;2,89
2026-07-11;NSS S.A.;407301-BASAM-SAL;94,64;470;441;630,83;1,43
2026-07-11;CENTRO INTERACCION MULTIMEDIA SA;APEX-DID-SAL;100;469;441;1670,58;3,79
2026-07-11;CETROGAR SA;CETROGAR-SAL;0;430;0;0;0
2026-07-11;TELEGLOBE;TATA-DID-SAL;99,49;424;394;660,4;1,68
2026-07-11;ETERNET S.R.L.;1415993-SAL;96,88;370;248;340,9;1,37
2026-07-11;VOCALSAT ARGENTINA S.A.;VOCALSAT-DID-SAL;100;366;366;19,62;0,05
2026-07-11;TELETEL S. A.;TELETEL-08XX-SAL;97,91;364;234;1679,65;7,18
2026-07-11;DISTRESSED ASSETS SA;199802-SAL;100;362;362;837,3;2,31
2026-07-11;MENTAWAI S.R.L.;666803-SAL;100;354;340;336,25;0,99
2026-07-11;AZCOM SRL;492508-SAL;100;346;346;759,2;2,19
2026-07-11;CASSINI COLLECTING SA;CASSINI-SAL;99,38;338;320;440,15;1,38
2026-07-11;SEGUROS BERNARDINO RIVADAVIA COOP LTDA;1926286-SAL;100;337;337;737,48;2,19
2026-07-11;I-FULL SRL;1877667-SAL;96,34;331;316;564,3;1,79
2026-07-11;THE CHAPEAU SRL;13096781-PX8-SAL;0;320;0;0;0
2026-07-11;IPLAN DIGITALK;DIGITALK-RETAIL-SAL;66,15;305;129;439,75;3,41
2026-07-11;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;BICS-800-SAL;96,12;258;248;1017,75;4,1
2026-07-11;ON LINE ASSISTANCE SA;13045865-PX8-SAL;0;249;0;0;0
2026-07-11;IPLAN INTERNATIONAL BUSINESS INC.;2258206-IPCOM-SAL;0;237;0;0;0
2026-07-11;CISTECH S.R.L.;CISTECH-DID-SAL;91,67;224;143;130,72;0,91
2026-07-11;GLOBALTECH TELECOMUNICACIONES;GLOBALTECH-SAL;98,8;222;165;350,43;2,12
2026-07-11;GESTION DE PRESTAMOS Y COBRANZAS S.A.;1645564-SAL;100;196;177;275,88;1,56
2026-07-11;TIWS ARGENTINA II S.A;TIWS2-2033336-SAL;42,06;192;53;160,13;3,02
2026-07-11;TECNOLOGIA Y TELECOMUNICACIONES IP S.R.L;TYT-DID-SAL;99,45;189;182;126,3;0,69
2026-07-11;IPLAN INTERNATIONAL BUSINESS INC.;AVOXI-0800-DK-SAL;99,47;189;186;1235,12;6,64
2026-07-11;DIDXL SP Z.O.O.;DIDXL-800-SAL;96,15;183;175;824,55;4,71
2026-07-11;MUNICIPALIDAD DE LA CIUDAD DE CORDOBA;13088032-SAL;100;174;154;234,7;1,52
2026-07-11;ATX;ATX-SAL;100;164;6;4,63;0,77
2026-07-11;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;CATDID-SAL;100;157;123;365,22;2,97
2026-07-11;TRIMOTION S.R.L.;1531643-SAL;96,4;127;107;290,15;2,71
2026-07-11;NSS S.A.;721173-SWISS-MEDICAL;100;127;124;403,93;3,26
2026-07-11;BT LATAM ARGENTINA S.A. a borrar;BTLATAM-SIP-SAL;77,78;123;21;13,17;0,63
2026-07-11;NSS S.A.;69132-SWISS-SAL;100;118;103;234,17;2,27
2026-07-11;NACION SERVICIOS SA;2076600-NACION-SAL;100;118;108;31,32;0,29
2026-07-11;LATINFON CONTACT CENTER S.R.L.;2549392-SAL;100;107;60;23,45;0,39
2026-07-11;OLUM SRL;OLUM-DID-SAL;100;105;104;241,32;2,32
2026-07-11;PRO ACTION SERVICES S.A.;PROACTION-DID-SAL;100;102;36;2,97;0,08
2026-07-11;IKE ASISTENCIA ARGENTINA S.A;2241806-IKE-SAL;0;101;0;0;0
2026-07-11;IPLAN DIGITALK;DIGITALK-WHS-SAL;25;97;3;17,82;5,94
2026-07-11;TOUCHED BPO;TOUCHED-DID-SAL;100;95;95;394,75;4,16
2026-07-11;ESTUDIO PALMERO DE BELIZAN Y ASOC.;2858082-PX8-SAL;0;86;0;0;0
2026-07-11;ANA MAYA SA;ANAMAYA-DID-SAL;0;85;0;0;0
2026-07-11;NSS S.A.;129819-Swiss-SAL;92;79;46;64,37;1,4
2026-07-11;SOLUCIONES DE CONTACTO SA;737629-SAL;100;78;77;317,98;4,13
2026-07-11;NSS S.A.;426196-ATENCION-SAL;100;78;75;144,15;1,92
2026-07-11;IPLAN INTERNATIONAL BUSINESS INC.;CASCABEL-DID-SAL;2,74;77;2;1,12;0,56
2026-07-11;NUBICOM S.R.L.;1950424-SAL;100;76;76;445,53;5,86
2026-07-11;CONTACTO GARANTIDO SA;653975-SAL;100;75;6;0,58;0,1
2026-07-11;BUENOS AIRES CALL SA;BUENOSAIRES-SAL;100;74;74;204,98;2,77
2026-07-11;GSA COLLECTIONS ARGENTINA SA;662536-SAL;100;74;74;64,6;0,87
2026-07-11;EASY CALL SA;EASYCALL-SAL;1,47;72;1;0,35;0,35
2026-07-11;BAPRO MEDIOS DE PAGO  S.A.;1831755-SAL;100;70;3;1,55;0,52
2026-07-11;2030 TELECOMUNICACIONES S.A.;161353-SAL;100;70;68;387,97;5,71
2026-07-11;TELSERV B.V;TELSERV-DID-SAL;100;69;68;277,05;4,07
2026-07-11;TELEPROM ARGENTINA S.A.;1702596-SAL;100;69;69;31,88;0,46
2026-07-11;NSS S.A.;256813-INSTITUTO-SAL;100;68;68;26,85;0,39
2026-07-11;NSS S.A.;272348-G.M.S.-SAL;100;65;64;76,33;1,19
2026-07-11;IBR ARGENTINA S.A.;1610921-SAL;80,95;63;51;10,8;0,21
2026-07-11;CORDIAL COLLECTIONS S.A;1599013-SAL;100;63;63;76,25;1,21
2026-07-11;NSS S.A.;1562339-CRUZROJA-SAL;0;60;0;0;0
2026-07-11;TELESERVICIOS Y MARKETING SRL;1416617-SAL;100;57;57;41,07;0,72
2026-07-11;AZCOM SRL;1648857-SAL;100;57;57;165,27;2,9
2026-07-11;INCEPTIA SRL;13092380-PX8-SAL;0;55;0;0;0
2026-07-11;CALL AND CONTACT CENTER S.R.L.;CALL-DID-SAL;0;52;0;0;0
2026-07-11;R P B SOCIEDAD ANONIMA;13095588-SAL;97,96;52;48;34,13;0,71
2026-07-11;SOLUCIONES REGIONALES DE INFORMATICA SA;SOL-DID-SAL;30;51;15;35,83;2,39
2026-07-11;NSS S.A.;69626-ARGENTUR-SAL;100;47;40;92,2;2,31
2026-07-11;OP COMUNICACIONES FLEXIBLES;13099063-PX8-SAL;100;45;2;0,25;0,13
2026-07-11;MARCELO H. PENA SA;733901-SAL;0;45;0;0;0
2026-07-11;MO & PC COLLECTIONS ARGENTINA;2827126-DID-SAL;0;45;0;0;0
2026-07-11;NEXT LATINOAMERICA SA;1726433-SAL;0;45;0;0;0
2026-07-11;COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LTDA;SANBER-LD-SAL;100;44;44;158,78;3,61
2026-07-11;GRUPO P Y D S A;PYD-DID-SAL;100;43;43;242,87;5,65
2026-07-11;NSS S.A.;426193-ATENCION-SAL;100;41;38;42,97;1,13
2026-07-11;IDT CORPORATION DE ARGENTINA S.A.;13091348-SAL;53,66;41;22;52,85;2,4
2026-07-11;DESOL S A;1513661-SAL;100;40;30;81,27;2,71
2026-07-11;NSS S.A.;89303-CLIROMAGO-SAL;100;39;34;50,45;1,48
2026-07-11;COMUNICACIONES MULTIMEDIA S.A;709319-SAL;84,62;39;33;13,98;0,42
